SUM_NUM,Offset_sp,Exponent_sp,Error_sp,R^2_sp
325,6.4581034958635035,1.384096608755708,0.0696629775581789,0.9876086895794952
966,6.464598800557951,1.4273383269940534,0.0842115000165898,0.978308743624016
290,6.48896292526435,1.1795365641776765,0.0668205804069008,0.9759856751022444
731,6.169705589574527,1.415694063641164,0.1006700441511622,0.9778518023359782
333,6.304988393595195,1.098815416530893,0.0731521487949052,0.9628928576002131
914,6.752930935110515,1.3089962590393267,0.0558394692051121,0.9847356141832412
357,6.898389718218626,1.4012693741759712,0.0828915486208096,0.9723644736572
755,6.819190820057393,1.4230714789469474,0.0684308412221085,0.9782326344428826
743,6.490555468856225,1.4863520066795053,0.0886167888266077,0.9821627359893212
399,6.049704667096295,1.4865730756494386,0.0719997207297317,0.9748987308631836
902,5.495751506271274,1.089380082949718,0.0351261622143371,0.9870092454438574
453,6.866346246407677,1.3120280517300764,0.1199059694629127,0.948851830804746
445,6.714350389252465,1.376858432693721,0.0894408973952039,0.9734454750601056
1036,6.28366346946597,1.51781116052897,0.0872693421871713,0.9844793171704675
118,6.963190138253626,1.4974822834723065,0.0626324170364857,0.9827466073204456
1020,6.416272616927617,1.3418531712756416,0.068937824145487,0.9802866688188804
885,7.038406448812001,1.35498022377327,0.0277576745698843,0.9946460527845696
208,6.285077025974487,1.3397574609969145,0.0754718489934211,0.9848326738763358
